ISBN,Título,Autor,Editora,Ano,Páginas,Disciplina,Capa,Qtd_Exemplares,Avaliação,Empréstimos
9789251041284,Residues of some veterinary drugs in animals and foods,"Joint FAO/WHO Expert Committee on Food Additives., Food and Agriculture Organization of the",Food and Agriculture Organization of the United Nations,1998,91,Nutrição e Dietética,,2,3.6,70
9781118643228,Nutrition,"Lori A. Smolin, Smolin","Wiley & Sons, Incorporated, John",2012,0,Nutrição e Dietética,,6,3.7,21
9780135217894,"Nutrition and You, Loose Leaf Edition Plus Mastering Nutrition with MyDietAnalysis with Pearson EText -- Access Card Package","Joan Salge Blake, Joan Blake",Pearson Education,2019,99998,Nutrição e Dietética,,6,3.7,68
9780312993580,South Beach Diet,"Arthur Agatston, Arthur Agatston M.D.",St. Martin's Press,2004,0,Nutrição e Dietética,,8,4.7,8
9780321906564,Science of Nutrition,"Janice Thompson, Janice Thompson, Melinda Manore, Linda Vaughan, Linda A. Vaughan, Kathy Gottschall-Pass, Debbie MacLellan, Janice J. Thompson","Pearson Education, Limited",2013,0,Nutrição e Dietética,,2,4.7,93
9781119239376,Nutrition,"Lori A. Smolin, Mary B. Grosvenor","Wiley & Sons, Incorporated, John",2016,0,Nutrição e Dietética,,9,4.6,54
9780071283656,Contemporary Nutrition,"Gordon M. Wardlaw, Anne M Smith, Paul M. Insel, Marcia F. Seyler, Angela L. Collene, Colleen K. Spees",Mcgraw Hill Higher Education,"Nov 11, 2008",717,Nutrição e Dietética,,1,3.8,99
9781484176962,Complete Herbalist,O. Phelps Brown,CreateSpace Independent Publishing Platform,2013,428,Nutrição e Dietética,,2,4.7,68
9781727550894,Diet and Health,Lulu Hunt Peters,CreateSpace Independent Publishing Platform,2018,144,Nutrição e Dietética,,6,3.6,47
9781345282436,"A Treatise On Food and Dietetics, Physiologically and Therapeutically Considered",F. W. Pavy,Arkose Press,"Oct 24, 2015",634,Nutrição e Dietética,https://covers.openlibrary.org/b/id/11632865-L.jpg,9,4.7,7
9780470199855,Nutrition for Dummies,Carol Ann Rinzler,"Wiley & Sons, Incorporated, John",2007,0,Nutrição e Dietética,,8,3.8,47
9781461393818,Residue Reviews,Francis A. Gunther,Springer,"Dec 22, 2011",176,Nutrição e Dietética,,5,4.9,58
9781032399416,Sensory Evaluation Techniques,"Morten Meilgaard, Morten C. Meilgaard, Gail Vance Civille, B. Thomas Carr",CRC Press LLC,2024,0,Nutrição e Dietética,,6,4.1,68
9781724824387,Care and Feeding of Children,"Holt, L. Emmett, L. Emmett Holt, Luther Emmett Holt, Luther Emmett Holt",CreateSpace Independent Publishing Platform,2018,122,Nutrição e Dietética,,3,4.7,21
9781282769175,Science of Food,"P. M. Gaman, K B Sherrington",Routledge,2010,0,Nutrição e Dietética,,2,4.8,57
9789251053553,Compendium of Food Additive Specifications Addendum 13 (Fao Food and Nutrition Paper),"Joint FAO/WHO Expert Committee on Food Additives., Fao, World Health Organization (WHO), Food and Agriculture Organization of the","Food & Agriculture Org, Food & Agriculture Organization of the United Nations (FAO), FAO",November 2005,104,Nutrição e Dietética,https://covers.openlibrary.org/b/id/12174027-L.jpg,6,4.9,46
9780071116763,Contemporary Nutrition,"Gordon M. Wardlaw, Anne M Smith, Paul M. Insel, Marcia F. Seyler, Angela L. Collene, Colleen K. Spees",McGraw-Hill Education (ISE Editions),2005-02-01,0,Nutrição e Dietética,,9,4.4,12
9781439890684,Advanced Nutrition,"Carolyn D. Berdanier, Janos Zempleni",CRC Press LLC,2008,0,Nutrição e Dietética,,5,3.8,36
9784901423106,Fit for Life / Japanese Translated,"Marilyn Diamond, Harvey Diamond, Harvy Diamond",Gusuko shuppan,"Jan 11, 2006",560,Nutrição e Dietética,https://covers.openlibrary.org/b/id/10542938-L.jpg,2,3.8,70
9781119583974,Clinical Cases in Periodontics,Nadeem Karimbux,"Wiley & Sons, Incorporated, John",2022,0,Odontologia,,2,4.3,1
9781394155798,Blackwell's Five-Minute Veterinary Consult Clinical Companion,Heidi B. Lobprise,"Wiley & Sons, Incorporated, John",2025,0,Odontologia,,5,4.3,92
9781118500446,Levison's Textbook for Dental Nurses,Carole Hollins,"Wiley & Sons, Incorporated, John",2013,0,Odontologia,,6,3.6,44
9781628323870,Seedlings,Quinn M. Arnold,"Creative Company, The",2017,24,Odontologia,,9,3.8,81
9780199934966,Neurobiology of Mental Illness,"Dennis S. Charney, Eric J. Nestler","Oxford University Press, Incorporated",2013,0,Odontologia,,6,4.9,31
9781591953463,Drug Information Handbook for Dentistry,"Richard L. Wynn, Timothy F. Meiller, Harold L. Crossley",Lexi Comp,2015-06-15,0,Odontologia,,3,4.5,51
9781118699577,Questions and Answers for Dental Nurses,Carole Hollins,"Wiley & Sons, Incorporated, John",2013,0,Odontologia,,8,4.6,7
9783453305915,Die Leute von Santaroga - SF-Roman,Frank Herbert,Heyne Verlag,1980,0,Odontologia,https://covers.openlibrary.org/b/id/13277531-L.jpg,7,4.2,1
9781394187881,Basic Guide to Dental Procedures,Carole Hollins,"Wiley & Sons, Incorporated, John",2024,0,Odontologia,,6,3.9,81
9781119357087,Basics of Dental Technology,"Tony Johnson, David G. Patrick, Christopher W. Stokes, David G. Wildgoose, Duncan J. Wood","Wiley & Sons, Incorporated, John",2016,0,Odontologia,,7,4.6,64
9780077919122,Contemporary Nutrition,"Gordon M. Wardlaw, Anne M Smith, Paul M. Insel, Marcia F. Seyler, Angela L. Collene, Colleen K. Spees",McGraw-Hill Education,2011,655,Odontologia,,3,4.1,41
9781119710714,Management of Complications in Oral and Maxillofacial Surgery,Michael Miloro,"Wiley & Sons, Incorporated, John",2022,0,Odontologia,,3,4.3,12
9780443047350,Essentials of Dental Surgery and Pathology,R. A. Cawson,SPCK Publishing,1992,0,Odontologia,,6,4.1,48
9781119830344,Practical Periodontal Diagnosis and Treatment Planning,Serge Dibart,"Wiley & Sons, Incorporated, John",2023,0,Odontologia,,9,5.0,97
9780429543210,Oral Radiosurgery,Jeffrey A. Sherman,Taylor & Francis Group,2020,212,Odontologia,,1,4.7,81
9780632009619,Essentials of Periodontology and Periodontics,"Torquil MacPhee, I.T. MacPhee, G.C. Cowley",Cambridge University Press,1975,0,Odontologia,https://covers.openlibrary.org/b/id/13351061-L.jpg,9,4.1,58
9781118988428,Periodontology at a Glance,Valerie Clerehugh,"Wiley & Sons, Incorporated, John",2024,0,Odontologia,,6,4.6,87
9781119949350,Practical Advanced Periodontal Surgery,Serge Dibart,"Wiley & Sons, Incorporated, John",2011,0,Odontologia,,6,4.3,7
9789354652851,Essentials of Clinical Periodontology and Periodontics,Shantipriya Reddy,Jaypee Brothers Medical Publishers,2022,0,Odontologia,,6,4.5,16
9780721696362,Oral and Maxillofacial Surgery,Raymond J. Fonseca,Saunders,"July 21, 2000",514,Odontologia,https://covers.openlibrary.org/b/id/2556870-L.jpg,4,4.4,18
9780131587427,The Motorola MC68000 microprocessor family,"Thomas L. Harman, David T. Hein",Prentice Hall,1996,633,Organização e Arquitetura de Computadores,https://covers.openlibrary.org/b/id/10906233-L.jpg,2,4.6,7
9783642538698,Einführung in Die Halbleiter-Schaltungstechnik,Holger Göbel,Springer Vieweg. in Springer Fachmedien Wiesbaden GmbH,2014,0,Organização e Arquitetura de Computadores,,7,4.5,42
9783030680343,High Performance Computing,"Gonzalo Hernandez, Carlos Jaime Barrios Hernandez, Gilberto Díaz, Carlos García Garino, Sergio Nesmachnow, Tomas Pérez-Acle, Mario Storti, Mariano Vázquez",Springer International Publishing AG,2021,0,Organização e Arquitetura de Computadores,,2,3.6,17
9780306487361,System-Level Design Techniques for Energy-Efficient Embedded Systems,"Marcus T. Schmitz, Bashir M. Al-Hashimi, Petru Eles","Springer London, Limited",2006,0,Organização e Arquitetura de Computadores,,4,3.5,13
9780333369487,Assembly Language Programming for the Acorn Electron,Ian Birnbaum,Macmillan,May 1984,316,Organização e Arquitetura de Computadores,https://covers.openlibrary.org/b/id/7260448-L.jpg,1,3.7,39
9786599222511,Montagem de Micros,Gabriel Torres,Clube do Hardware,2022,438,Organização e Arquitetura de Computadores,https://covers.openlibrary.org/b/id/14559342-L.jpg,2,4.0,7
9780471081241,The 8080/Z-80 assembly language,Alan R. Miller,Wiley,1981,318,Organização e Arquitetura de Computadores,https://covers.openlibrary.org/b/id/8146345-L.jpg,9,4.9,37
9780023404849,The Z80 microprocessor,Ramesh S. Gaonkar,"Merrill, Maxwell Macmillan Canada, Maxwell Macmillan International",1993,700,Organização e Arquitetura de Computadores,https://covers.openlibrary.org/b/id/14589-L.jpg,8,4.0,62
9781482281019,Embedded Systems Building Blocks,Jean J. Labrosse,Taylor & Francis Group,1999,615,Organização e Arquitetura de Computadores,,8,4.0,97
9781119415572,Raspberry Pi User Guide,Eben Upton,"Wiley & Sons, Limited, John",2017,0,Organização e Arquitetura de Computadores,,9,4.4,97
9783826697005,Design Patterns,"Erich Gamma, John Vlissides, Richard Helm, Ralph Johnson, Johnson, Ralph",MITP Verlags GmbH,2015,0,Padrões de Projeto,https://covers.openlibrary.org/b/id/14637796-L.jpg,9,4.4,17
9780471208310,EJB design patterns,Floyd Marinescu,John Wiley,2002,259,Padrões de Projeto,https://covers.openlibrary.org/b/id/6799782-L.jpg,7,4.0,38
9780429793271,Parallel Programming with Co-Arrays,"Robert W. Numrich, John Ker Reid",Taylor & Francis Group,2018,210,Padrões de Projeto,,9,4.1,9
9780130647603,Critical thinking,"Richard W. Paul, Linda Elder",Financial Times/Prentice Hall,2002,358,Pedagogia e Educação,https://covers.openlibrary.org/b/id/8634090-L.jpg,3,3.5,76
9780670410620,The portable Jung.,Carl Gustav Jung,"Viking Press, Brand: Viking Adult, Viking Adult",1971,659,Pedagogia e Educação,https://covers.openlibrary.org/b/id/7148079-L.jpg,2,3.9,56
9780440138716,How Children Learn,John Caldwell Holt,Dell,1978,162,Pedagogia e Educação,https://covers.openlibrary.org/b/id/14476370-L.jpg,5,4.3,20
9781447964421,Educational Psychology,Robert E. Slavin,Pearson Education Limited,N/A,0,Pedagogia e Educação,https://covers.openlibrary.org/b/id/10835264-L.jpg,2,4.2,33
9780738392097,NYC Quote,Booksource,"Booksource, The",2023,0,Pedagogia e Educação,,5,4.7,66
9780137534944,Educational research,"L. R. Gay, Lorrie R. Gay, Peter W. Airasian, Geoffrey E. Mills, Geoff Mills",pearson,2022,0,Pedagogia e Educação,,9,4.1,86
9780385284233,How Children Fail,"John Caldwell Holt, JOHN HOLT",Delta,"Feb 15, 1982",0,Pedagogia e Educação,https://covers.openlibrary.org/b/id/13533562-L.jpg,4,4.5,95
9780136944942,Educational Psychology,"Anita Woolfolk Hoy, Philip H. Winne, Nancy E. Perry, Beth Popiel","Pearson Education, Limited",2022,880,Pedagogia e Educação,,6,4.1,81
9782253058090,Le fondement de la morale,Arthur Schopenhauer,LGF,"December 1, 1991",254,Pedagogia e Educação,,3,4.6,86
9783723509838,Das unwahre Prinzip unserer Erziehung,Max Stirner,Verlag am Goetheanum,1997-09-01,63,Pedagogia e Educação,https://covers.openlibrary.org/b/id/8756128-L.jpg,3,4.2,8
9780429877162,Teaching Religion and Literature,"Daniel Boscaljon, Alan Levinovitz",Taylor & Francis Group,2018,196,Pedagogia e Educação,,4,4.2,52
9781508601081,Picture of Dorian Gray : The Picture of Dorian Gray,Oscar Wilde,CreateSpace Independent Publishing Platform,2015,436,Pedagogia e Educação,,8,4.4,96
9781539673705,Kim,Rudyard Kipling,CreateSpace Independent Publishing Platform,2016,286,Pedagogia e Educação,,1,4.7,5
9781416602644,Teaching with the Brain in Mind,Eric Jensen,Association for Supervision & Curriculum Deve,January 2005,186,Pedagogia e Educação,https://covers.openlibrary.org/b/id/5158876-L.jpg,3,4.2,64
9780606010672,The merchant of Venice,William Shakespeare,Pocket Books,1992,237,Pedagogia e Educação,https://covers.openlibrary.org/b/id/11394500-L.jpg,4,4.0,10
9786053484462,Firtina,William Shakespeare,Marti Yayincilik,"Oct 18, 2014",64,Pedagogia e Educação,https://covers.openlibrary.org/b/id/12124200-L.jpg,8,4.2,9
9781079216615,Midsummer Night's Dream,William Shakespeare,Independently Published,2019,0,Pedagogia e Educação,,6,3.7,27
9798892670630,Tiempos Difíciles,"Charles Dickens, García de García de Luna, Elisa Esgasa, Emilia Pardo Bazán","Erandique, Colección",2024,0,Pedagogia e Educação,,7,4.8,48
9781790312924,Anne of Green Gables,Lucy Maud Montgomery,Independently Published,2018,0,Pedagogia e Educação,,9,4.9,35
9781134299294,"Reading Bernstein, Researching Bernstein",Johan Muller,Taylor & Francis Group,2004,256,Pedagogia e Educação,,7,3.7,78
9788890548451,Electronic Music And Sound Design Theory And Practice With Max And Msp,Maurizio Giri,Contemponet,2013,0,Processamento Digital de Sinais,https://covers.openlibrary.org/b/id/7552323-L.jpg,4,4.6,62
9780471295464,Digital Signal Processing,Jonathan (Y) Stein,Wiley-Interscience,"October 9, 2000",856,Processamento Digital de Sinais,https://covers.openlibrary.org/b/id/1244952-L.jpg,3,3.9,98
9780471199830,Developing Java Software,"R. Winder, Russel Winder, Graham Roberts","Wiley & Sons, Incorporated, John",1997,0,Programação Orientada a Objetos,,4,4.2,45
9780470081297,Object Oriented Design and Patterns,Cay S. Horstmann,John Wiley & Sons Inc,"August 31, 2007",0,Programação Orientada a Objetos,,8,4.5,63
9780768683646,Pure CORBA,Fintan Bolton,Sams,2002,921,Programação Orientada a Objetos,,4,4.8,20
9781852332600,Symbolic C [plus plus],"Tan, Kiat Shi, Willi-Hans Steeb, Yorick Hardy",Springer,2000,671,Programação Orientada a Objetos,,8,4.5,66
9780585380247,Unified Modeling Language,"Keng Siau, Keng Siau, Terry Halpin",IGI Global,2001,0,Programação Orientada a Objetos,,7,3.5,96
9783540357261,ECOOP 2006 - Object-Oriented Programming,"ECOOP 2006 (2006 Nantes, France), Dave Thomas",Springer,"July 28, 2006",530,Programação Orientada a Objetos,https://covers.openlibrary.org/b/id/3229012-L.jpg,6,3.6,41
9781449319694,C++,"Gregory Satir, Doug Brown","O'Reilly Media, Incorporated",2012,0,Programação Orientada a Objetos,,3,3.9,87
9783662490044,Mechatronics by Bond Graphs,"Vjekoslav Damic, John Montgomery, Vjekoslav Damc","Springer London, Limited",2016,0,Programação Orientada a Objetos,,1,3.9,82
9783540826071,Ecoop 2006 - Object-Oriented Programming,"ECOOP 2006 (2006 Nantes, France), Dave Thomas",Springer,"May 28, 2008",0,Programação Orientada a Objetos,https://covers.openlibrary.org/b/id/10089850-L.jpg,3,4.6,7
9788441522022,JavaScript,David Flanagan,"Anaya Multimedia, ANAYA MULTIMEDIA","Jun 04, 2007",1168,Programação Orientada a Objetos,https://covers.openlibrary.org/b/id/13955144-L.jpg,7,4.6,59
9789332553934,Uml Distilled,Martin Fowler,Pearson India Education,"Jun 04, 2015",0,Programação Orientada a Objetos,https://covers.openlibrary.org/b/id/11214695-L.jpg,9,4.4,39
9780201715859,The object of Java,David D. Riley,Addison Wesley,2002,673,Programação Orientada a Objetos,,4,3.6,57
9783642796890,Abstrakte Modellierung digitaler Schaltungen,Klaus ten Hagen,Springer Berlin Heidelberg,1995,0,Projeto de Sistemas Digitais,https://covers.openlibrary.org/b/id/8613183-L.jpg,8,4.5,92
9780071400701,VHDL,Douglas L. Perry,McGraw-Hill,2002,476,Projeto de Sistemas Digitais,https://covers.openlibrary.org/b/id/8732440-L.jpg,1,4.4,74
9781119995739,VHDL for Logic Synthesis,Andrew Rushton,"Wiley & Sons, Limited, John",2012,504,Projeto de Sistemas Digitais,,6,4.2,78
9780073380544,Fundamentals of Digital Logic with Verilog Design,"Stephen Brown, Zvonko G. Vranesic, Zvonko Vranesic",McGraw-Hill Education,2013,864,Projeto de Sistemas Digitais,,8,3.5,33
9781461314127,Quick-Turnaround ASIC Design in VHDL,"Mohamed S. Ben Romdhane, N. Bouden-Romdhane, Vijay Madisetti, J.W. Hines",Island Press,1996,0,Projeto de Sistemas Digitais,,9,4.8,54
9781005667245,Antti-Brain Vol I,N/A,Smashwords,2021,34,Projeto de Sistemas Digitais,https://covers.openlibrary.org/b/id/10698416-L.jpg,6,4.5,4
9781848820159,Introduction To Embedded System Design Using Field Programmable Gate Arrays,Rahul Dubey,Springer,2008,0,Projeto de Sistemas Digitais,https://covers.openlibrary.org/b/id/7844636-L.jpg,1,4.1,87
9780130453051,Experiments in digital fundamentals with VHDL,David Buchla,Pearson Prentice Hall,2003,352,Projeto de Sistemas Digitais,https://covers.openlibrary.org/b/id/12963979-L.jpg,2,4.9,39
9787810128087,Fu za shu zi dian lu yu xi tong de verilog hdl she ji ji shu,Yuwen Xia,Bei jing hang kong hang tian da xue chu ban she,1998,195,Projeto de Sistemas Digitais,https://covers.openlibrary.org/b/id/12570643-L.jpg,3,3.8,11
9780132442268,Real world FPGA design with Verilog,Ken Coffman,Prentice Hall PTR,2000,291,Projeto de Sistemas Digitais,,1,4.4,85
9781259828973,Fundamentals of Digital Logic with VHDL Design,Stephen D. Brown,"McGraw-Hill Companies, The, McGraw Hill",2022,832,Projeto de Sistemas Digitais,,4,4.3,6
9780538735476,Precalculus,"Ron Larson, Roland E. Larson, Robert P. Hostetler, Bruce H. Edwards",Blue Kingfisher,2010,1040,Pré-Cálculo,,2,3.7,72
9781133950547,Precalculus,Ron Larson,Brooks/Cole,2013,688,Pré-Cálculo,,6,3.7,78
9780669283181,Trigonometry,"Ron Larson, Roland E. Larson, Robert P. Hostetler",Houghton Mifflin Harcourt Trade & Reference Publishers,1993,0,Pré-Cálculo,,7,4.9,46
9780135874592,Precalculus,"Michael Sullivan, Michael Sullivan III, Jessica Bernards, Wendy Fresh",Pearson Education,2019,0,Pré-Cálculo,,9,3.9,42
9780618007295,Advanced Mathematics,Richard G. Brown,Houghton Mifflin Company,"January 1, 2000",0,Pré-Cálculo,https://covers.openlibrary.org/b/id/4639923-L.jpg,3,4.3,85
9780787266288,Precalculus,"Mustafa A. Munem, M. A. Munem, J. P. Yizze, James P. Yizze, Mustafa Munem",Kendall/Hunt Pub.,2002,0,Pré-Cálculo,https://covers.openlibrary.org/b/id/4736568-L.jpg,8,3.9,14
9780321356918,College algebra,Mark Dugopolski,Pearson Addison-Wesley,2007,0,Pré-Cálculo,https://covers.openlibrary.org/b/id/1176579-L.jpg,7,4.1,14
9780131490925,Precalculus,"Michael Joseph Sullivan Jr., Michael Sullivan III",Pearson Prentice Hall,2006,1039,Pré-Cálculo,https://covers.openlibrary.org/b/id/1108705-L.jpg,8,4.9,2
9781133594765,Precalculus,"James Stewart, Lothar Redlin, Saleem Watson","Brooks/Cole, Cengage Learning",2014,0,Pré-Cálculo,,4,5.0,92
9780130447142,Algebra & Trigonometry,"Michael Joseph Sullivan Jr., Michael Sullivan III, Michael Sullivan",Prentice Hall Press,2003-01-01,0,Pré-Cálculo,,1,4.4,96
9780669451399,Precalculus With Limits,Ron Larson,Houghton Mifflin College Div,June 1997,0,Pré-Cálculo,,3,4.9,37
9780321621061,Precalculus,J. S. Ratti,"Pearson Education, Limited, Addison Wesley",2009,360,Pré-Cálculo,,2,4.2,74
9780618174409,Precalculus With Limits,Ron Larson,Houghton Mifflin Company,"June 20, 2002",0,Pré-Cálculo,,3,3.9,99
9780669332360,Precalculus,"Ron Larson, Roland E. Larson, Robert P. Hostetler, Bruce H. Edwards","Brand: Houghton Mifflin Harcourt (HMH), Houghton Mifflin Harcourt (HMH","Jan 10, 1993",826,Pré-Cálculo,https://covers.openlibrary.org/b/id/10542226-L.jpg,9,4.0,73
9780321357793,Precalculus,Mark Dugopolski,Pearson Addison Wesley,2007,0,Pré-Cálculo,https://covers.openlibrary.org/b/id/1176593-L.jpg,9,4.0,77
9781853260087,Moby Dick,Herman Melville,Wordsworth Editions,2002,544,Psicologia,https://covers.openlibrary.org/b/id/14828198-L.jpg,5,3.6,45
9788412620153,El despertar,Kate Chopin,L'Altra Editorial,"Feb 08, 2023",224,Psicologia,https://covers.openlibrary.org/b/id/14193164-L.jpg,5,3.6,8
9798598007266,San Francisco de Asís,Gilbert Keith Chesterton,Independently Published,2021,0,Psicologia,,7,5.0,60
9781549754524,Famille Elliot,Jane Austen,Independently Published,2017,0,Psicologia,,7,4.2,42
9781523690053,As a Man Thinketh (Rediscovered Books),James Allen,CreateSpace Independent Publishing Platform,2006,64,Psicologia,,1,3.7,86
9781977976802,The Awkward Age,Henry James,"Createspace Independent Publishing Platform, CreateSpace Independent Publishing Platform","Oct 21, 2017",168,Psicologia,https://covers.openlibrary.org/b/id/12003488-L.jpg,8,4.5,46
9780041700305,Authority and the Individual,Bertrand Russell,Unwin Hyman,June 1985,96,Psicologia,,5,4.4,14
9781299563063,One-Dimensional Man,Herbert Marcuse,Beacon Press,2012,0,Psicologia,,6,4.3,26
9789898268488,Os Condenados da Terra,Frantz Fanon,Livraria Letra Livre,2021,352,Psicologia,https://covers.openlibrary.org/b/id/15087863-L.jpg,4,4.3,28
9789061315827,De angst voor vrijheid,Erich Fromm,"Bijleveld, Uitgeverij","Jun 25, 2013",270,Psicologia,https://covers.openlibrary.org/b/id/13616473-L.jpg,2,4.2,99
9780671233730,Man's Search for Meaning,Viktor E. Frankl,International Atomic Energy Agency,1998,0,Psicologia,,9,4.9,96
9783423140577,Zärtlich ist die Nacht,F. Scott Fitzgerald,dtv Verlagsgesellschaft,"Dec 01, 2011",0,Psicologia,https://covers.openlibrary.org/b/id/8928429-L.jpg,8,4.8,70
9780747529279,Emotional Intelligence,Daniel Goleman,Bloomsbury Publishing Plc,1996,0,Psicologia,,2,4.5,1
9780128000908,Psychology of Learning and Motivation,Brian H. Ross,Elsevier Science & Technology,2014,0,Psicologia,,3,3.9,3
9789755390161,Gösteri Toplumu,"Guy Debord, Guy Debord, Ron. Adams, Donald Nicholson-Smith, Colectivo Maldeojo",Ayrinti Yayinlari,"Nov 04, 2017",0,Psicologia,https://covers.openlibrary.org/b/id/12317654-L.jpg,5,3.9,53
9798513759591,Tiempos Difíciles,"Charles Dickens, García de García de Luna, Elisa Esgasa, Emilia Pardo Bazán",Independently Published,2021,0,Psicologia,,9,4.7,6
9781880396407,Non-Violent Communication,"Marshall B. Rosenberg, Deepak Chopra, Magiarí Díaz Díaz, Alan Rafael Seid Llamas, Rosenberg",N/A,N/A,0,Psicologia,,3,4.5,82
9789047007661,Ons feilbare denken,Daniel Kahneman,Uitgeverij Business Contact,2014,527,Psicologia,https://covers.openlibrary.org/b/id/14596125-L.jpg,8,3.7,95
9780393667127,Cognition,Daniel Reisberg,"Norton & Company, Incorporated, W. W.",2018,0,Psicologia,,7,4.1,27
9780429235993,Sane Society,Erich Fromm,Taylor & Francis Group,2017,424,Psicologia,,9,4.8,29
9781280366505,Progress in Inorganic Chemistry,Kenneth D. Karlin,"Wiley & Sons Canada, Limited, John",2004,0,"Química (Geral, Orgânica, Inorgânica)",,1,4.3,80
9783110860214,Allgemenine und Anorganische Chemie,Erwin Riedel,"de Gruyter GmbH, Walter",2015,0,"Química (Geral, Orgânica, Inorgânica)",,5,4.8,48
9780024050908,Chemistry for the Health Sciences,"George I. Sackheim, Dennis D. Lehman, Ronald M. Schultz",Macmillan Publishers Limited,1969,0,"Química (Geral, Orgânica, Inorgânica)",,7,4.5,35
9780470166130,Progress in Inorganic Chemistry,"Henry Taube, Stephen J. Lippard","Wiley & Sons, Incorporated, John",2007,0,"Química (Geral, Orgânica, Inorgânica)",,4,5.0,91
9780080578590,Advances in Inorganic Chemistry and Radiochemistry,"H. J. Emeléus, A. G. Sharpe",Elsevier Science & Technology Books,1968,0,"Química (Geral, Orgânica, Inorgânica)",,9,4.8,9
9780443316609,Advances in Heterocyclic Chemistry,"Eric Scriven, Christopher A. Ramsden",Elsevier Science & Technology,2025,0,"Química (Geral, Orgânica, Inorgânica)",,7,3.9,4
9781119233763,Introduction to Organic Chemistry,"William Henry Brown, Thomas Poon","Wiley & Sons, Incorporated, John",2016,0,"Química (Geral, Orgânica, Inorgânica)",,1,4.4,10
9780470166376,Progress in Inorganic Chemistry,"Henry Taube, Stephen J. Lippard","Wiley & Sons, Incorporated, John",2007,0,"Química (Geral, Orgânica, Inorgânica)",,5,4.2,9
9780137236527,Educational Psychology,Paul D. Eggen,Prentice Hall College Div,July 1996,0,"Química (Geral, Orgânica, Inorgânica)",,6,4.6,66
9780128001851,Annual Reports on NMR Spectroscopy,Graham A. Webb,Elsevier Science & Technology,2014,0,"Química (Geral, Orgânica, Inorgânica)",,9,4.2,35
9781088096581,Skeptical Chymist,Robert Boyle,Indy Pub,2023,0,"Química (Geral, Orgânica, Inorgânica)",,2,4.9,11
9780323989244,Studies in Natural Products Chemistry,Atta-ur- Rahman,Elsevier,2021,438,"Química (Geral, Orgânica, Inorgânica)",,3,4.2,58
9789385998898,Clayton's Introduction to Organic Chemistry,"Andrew Streitwieser, Clayton H. Heathcock, Edward M. Kosower",Medtech,"Jan 03, 2017",1320,"Química (Geral, Orgânica, Inorgânica)",,3,4.4,17
9781119607861,Organic Chem Lab Survival Manual,James W. Zubrick,"Wiley & Sons, Incorporated, John",2019,0,"Química (Geral, Orgânica, Inorgânica)",,4,3.5,81
9783132042049,"Methods of Organic Chemistry, Ln; Methoden der organischen Chemie, Ln, Bd.6/1c, Phenole, 2 Tle",Joseph Houben,"Thieme, Stuttgart","May 1, 1994",0,"Química (Geral, Orgânica, Inorgânica)",https://covers.openlibrary.org/b/id/5206322-L.jpg,9,4.5,33
9780471833543,Progress in Physical Organic Chemistry,"Saul G. Cohen, Andrew Streitwieser, Robert W. Taft",John Wiley & Sons Inc,"August 11, 1971",368,"Química (Geral, Orgânica, Inorgânica)",https://covers.openlibrary.org/b/id/9952069-L.jpg,8,4.6,11
9780471762867,Organic Chemistry,T. W. Graham Solomons,John Wiley & Sons Inc,"March 8, 2007",0,"Química (Geral, Orgânica, Inorgânica)",,8,4.4,24
9781420947472,Niels Lyhne,Jens Peter Jacobsen,Digireads.com,2013,0,"Química (Geral, Orgânica, Inorgânica)",https://covers.openlibrary.org/b/id/14565213-L.jpg,3,4.5,34
9780078288388,Glencoe Science,McGraw-Hill,Schools,"September 1, 2002",0,"Química (Geral, Orgânica, Inorgânica)",,3,4.5,32
9781447963417,Chemistry,"Theodore L. Brown, H. Eugene Lemay, Bruce E. Bursten, Catherine Murphy, Patrick Woodward","Pearson Education, Limited",2013,0,"Química (Geral, Orgânica, Inorgânica)",,3,4.0,94
9780596100797,Linux kernel in a nutshell,Greg Kroah-Hartman,"O'Reilly, O'Reilly Media, Inc.",2007,182,Redes de Computadores,https://covers.openlibrary.org/b/id/8688604-L.jpg,7,4.7,63
9783527805006,Hacken Für Dummies,"Kevin Beaver, Jutta Schmidt","Wiley & Sons, Incorporated, John",2016,370,Redes de Computadores,,1,3.8,83
9783527703999,Internet For Dummies®,"John R. Levine, Carol Baroudi, Margaret Levine Young, Arnold Reinhold, Hy Bender, Geoff Ebbs","Wiley & Sons, Incorporated, John, Wiley-VCH",2008,394,Redes de Computadores,https://covers.openlibrary.org/b/id/13868249-L.jpg,3,4.7,59
9783031781650,Pattern Recognition,Cheng-Lin Liu,Springer,2024,0,Redes de Computadores,,7,3.7,35
9781292405469,"Computer Networking, Global Edition","James F. Kurose, Keith W. Ross","Pearson Education, Limited",2021,0,Redes de Computadores,https://covers.openlibrary.org/b/id/12414674-L.jpg,9,4.6,58
9789819771806,Advances in Swarm Intelligence,Ying Tan,Springer,2024,0,Redes de Computadores,,9,4.5,8
9782221089491,Le travail à la vitesse de la pensée,"Bill Gates, Collins Hemingway",Robert Laffont,"March 24, 1999",409,Redes de Computadores,https://covers.openlibrary.org/b/id/975057-L.jpg,5,3.9,51
9781449390785,Tcp/Ip Network Administration,Craig Hunt,"O'Reilly Media, Incorporated",2002,0,Redes de Computadores,,5,4.3,46
